Feature1,Feature2,Feature3,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature13,Feature16,Feature17,Feature18,Feature19,Feature4_B,Feature4_C,Feature4_D,Feature12_Y,Feature12_Z,Feature14_Category2,Feature14_Category3,Feature15_Option2,Feature15_Option3,Feature15_Option4,Feature20_dog,Feature20_some other,Feature1_Feature2_Interaction
47,0.019240441,-1.000288402,0,507.6797004,1.268870154,2.767296465,-0.46225166,5.912771297,6,0,12.06286132,11.17956044,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.904300741
82,0.770538842,-1.209638871,0,507.6797004,0.111818614,0.847355256,-1.217641189,4.936186213,3,0,9.226167251,6.380783423,0,High,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.18418506
47,0.221392156,0.475403757,0,507.6797004,0.110750667,2.882429998,-4.647367293,4.936186213,17,0,11.30532494,7.430411656,0,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10.40543134
88,0.113432354,0.255511909,0,552,0.709580543,10.42369599,0.021349125,4.936186213,6,0,11.78847568,5.845521048,1,High,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9.982047171
49,0.253333826,0.921538128,0,636,0.906874767,3.96186412,1.812969597,4.936186213,11,1,11.32596078,14.42001127,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12.41335749
47,0.157421455,-2.008859483,0,585,0.062506484,3.928377416,0.468308029,4.936186213,1,0,9.90172187,9.067795542,1,High,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7.398808364
19,0.26506003,-0.046595994,0,507.6797004,1.694848719,4.312436504,-1.70238265,4.936186213,9,1,7.452578979,12.00053659,1,Low,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.036140567
47,0.089010151,0.407887511,0,507.6797004,0.137426568,3.062546516,0.282778538,2.954839353,8,0,10.03872728,10.82191387,1,Low,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.183477079
47,0.481267005,0.637778699,0,507.6797004,2.1081421,7.160934456,2.039093114,4.936186213,3,0,12.83600882,10.05297361,0,High,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22.61954923
39,0.694147386,1.33959276,0,821,1.826530955,6.307828017,0.633112172,5.070308906,2,1,9.836248241,14.7628316,1,High,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27.07174805
47,0.906372987,-1.817375289,1,25,1.191751777,0.955213501,0.815518926,4.936186213,9,0,12.25441304,11.61443805,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.59953039
47,0.74542205,0.188666904,0,635,1.156959431,2.918021221,0.486311331,2.041999652,2,1,10.03872728,5.739190239,1,Low,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,35.03483635
47,0.108718551,0.491345998,0,507.6797004,0.804673779,7.026504093,-0.507505109,4.936186213,8,1,10.03872728,9.261293326,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.109771917
57,0.535150633,0.291444738,0,881,0.584323387,0.760245503,1.013885918,4.936186213,1,0,8.996172767,7.211147406,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30.5035861
32,0.079322148,-1.857559714,0,746,1.135675233,7.797311907,-0.186921223,2.918766921,6,2,5.525559387,13.52383979,1,High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2.538308726
31,0.572778765,0.592728351,0,859,2.065336299,2.472702404,1.385716293,5.056309369,5,0,10.03872728,5.54433963,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,17.75614172
74,0.528350278,0.462554003,0,507.6797004,0.23621782,1.616402564,2.630048963,4.936186213,7,0,7.687296846,10.95388541,1,Medium,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39.09792055
47,0.006517467,-0.406328516,0,79,1.279812911,4.033812634,1.497391051,4.936186213,2,0,9.662368784,10.75041239,0,High,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.306320954
47,0.75381328,0.024909266,1,285,0.219102428,1.975787591,0.361025952,4.936186213,5,0,10.03872728,7.137467812,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,35.42922416
47,0.641425054,0.140605752,0,507.6797004,2.261463882,1.222443185,-1.821004385,4.936186213,5,0,8.953973415,10.01450072,0,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30.14697756
55,0.453755056,0.353029105,1,507.6797004,0.884826055,4.63501926,3.284975236,4.936186213,3,0,10.03872728,13.19883188,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.95652807
28,0.918966709,0.627645793,0,328,0.123020981,3.93190259,0.688859792,3.109062254,1,0,10.60623719,5.570863907,0,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.73106784
47,0.452604776,0.679004846,0,507.6797004,0.002222932,0.813585064,-0.647079333,5.044927887,9,0,10.03872728,7.844328778,0,Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,21.27242448
0,0.461103134,0.043251546,0,507.6797004,0.627551702,2.943383416,1.265723904,7.023086079,2,1,9.835431097,6.949882035,1,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0
0,0.162696273,1.883987979,1,358,1.035700233,7.842196069,0.694602811,5.892869002,3,0,8.950566184,7.911708668,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
47,0.66490523,1.348020543,0,507.6797004,3.460746362,2.451718466,-2.039747842,4.936186213,9,0,10.03872728,12.75771047,1,High,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.25054583
47,0.168512531,0.691585324,0,784,0.452121037,0.31348956,1.072396527,3.823776301,4,0,10.03872728,13.65759653,0,Low,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7.920088961
5,0.309637564,-0.449766865,0,507.6797004,0.052709787,2.41402645,0.788451716,4.936186213,1,0,10.03872728,9.086341953,0,Medium,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.548187821
47,0.699191208,-1.131190447,1,507.6797004,0.919831673,11.89629451,4.777304645,4.936186213,2,1,11.75176052,10.09882845,1,Medium,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,32.86198678
47,0.306057922,-0.07172749,0,507.6797004,0.183565121,0.530268481,-1.229998894,3.076254873,2,0,8.994001104,12.12726766,0,High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.38472233
47,0.602821541,-0.27912105,0,757,3.867272183,2.654674759,0.741423762,7.204954655,1,1,13.67279104,8.703247815,1,Low,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.33261241
4,0.9767111,0.199517673,0,443,0.490971092,5.07818461,0.934618632,4.936186213,2,0,10.03872728,8.544436864,1,Low,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.906844399
42,0.043118245,-0.633003137,0,507.6797004,0.787342814,1.284737351,0.866820858,5.858204653,9,2,11.01710318,6.659030148,1,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.810966292
58,0.394207891,1.12268401,0,507.6797004,0.304653214,6.630532016,-1.652421362,4.936186213,5,1,10.03872728,9.984164838,1,High,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22.86405766
31,0.899734862,-1.170684134,0,507.6797004,2.363047696,2.303122901,-0.304427103,2.064496931,3,0,7.428565035,14.47412399,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27.89178073
1,0.589868123,-1.539887491,0,720,0.075702049,2.309231686,-0.769992385,4.936186213,1,0,12.09408259,7.662895344,1,Low,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.589868123
65,0.941775097,0.616945207,0,319,0.278703713,4.03493353,0.081840576,4.936186213,2,0,7.808591638,11.28832535,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61.21538131
47,0.950465015,1.563011543,0,442,0.041519366,3.552127356,-1.099182,6.950797114,3,1,10.03872728,5.567954547,1,Medium,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,44.67185572
47,0.827428254,-0.803172056,0,507.6797004,2.817267274,2.551841478,-0.024737333,4.936186213,2,0,10.03872728,7.339479787,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38.88912794
35,0.34791934,-1.215922284,0,507.6797004,0.434916866,0.421818119,3.631664834,4.936186213,7,0,10.44759833,8.128614879,1,Medium,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12.17717689
11,0.026721119,0.404411725,0,903,0.376350188,6.750441469,1.260096571,7.117394358,3,0,10.03872728,10.1169839,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.293932313
47,0.953805859,-1.266446843,1,44,1.795846572,0.718590418,1.339874734,4.936186213,1,0,7.894324457,13.37319375,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,44.82887537
82,0.204080587,2.074281055,0,310,2.153419856,6.561774798,1.157386806,4.936186213,6,0,9.269558569,7.001991757,1,High,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,16.7346081
47,0.242581772,0.379375137,0,507.6797004,0.999983834,1.922410464,2.211173224,4.936186213,1,0,10.03872728,12.79990512,1,High,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11.40134328
0,0.66590459,0.698470748,0,507.6797004,1.978391766,6.349142315,1.515724431,4.936186213,4,2,9.037854138,7.424927212,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
47,0.702182475,1.689258429,0,702,2.929136755,4.21945672,1.209905924,4.936186213,15,0,10.03872728,6.037400459,1,Low,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,33.00257635
47,0.959018364,-0.39081685,0,599,0.563815644,16.00183841,0.80709158,4.936186213,1,1,11.31071568,12.59140112,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,45.07386311
47,0.595266526,0.072632399,0,507.6797004,0.746338316,2.496112103,1.075564288,4.936186213,5,1,12.72510936,14.43575586,1,High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,27.9775267
47,0.440329956,-1.161405608,0,848,0.204838683,5.490506683,-3.638969848,4.936186213,1,1,10.03872728,14.39837489,1,Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,20.69550791
47,0.124381331,0.243569251,0,922,2.243912332,9.418309879,0.770494595,4.936186213,1,0,10.03872728,10.08637899,0,Medium,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5.845922568
47,0.85741034,0.155731112,0,507.6797004,1.005787041,3.892125008,0.698054216,4.936186213,8,1,11.28919245,10.50950479,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40.29828597
75,0.044264855,-0.991410808,0,507.6797004,2.717228279,3.039460124,0.886022239,5.046573879,2,0,13.02807381,9.17253674,1,Medium,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.319864154
47,0.852229115,1.097283948,0,980,0.473486382,2.20823456,1.136776084,4.936186213,24,0,6.405547215,8.13377583,1,High,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40.05476841
47,0.336313961,0.927621985,0,441,3.694358809,3.295972921,2.478662296,4.936186213,12,0,10.03872728,13.14631701,1,High,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15.80675615
68,0.908029341,0.736330978,0,610,0.826860725,5.808941502,0.658900615,4.925778228,1,0,12.43384396,9.991541932,1,High,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61.74599522
47,0.850622833,1.931073521,0,140,1.312113669,5.475833952,-0.272082505,9.011116507,5,1,8.76089318,11.02037444,1,High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,39.97927313
3,0.698924761,-1.444677328,1,888,1.003368135,1.138071702,-2.478797415,4.936186213,2,0,10.03872728,11.28822035,1,Medium,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.096774283
47,0.021341383,0.436631554,0,436,0.045841096,3.265443082,2.339671175,4.936186213,3,1,9.405160703,10.67816064,0,High,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.003045015
47,0.691665599,0.722252414,0,507.6797004,0.32580662,0.947691774,-1.146951287,4.936186213,1,1,8.865584988,12.84135023,0,Medium,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32.50828314
78,0.561824944,1.24650693,0,507.6797004,2.71973737,1.925032964,-1.711381474,6.003000826,1,2,9.808419121,10.76210011,1,Low,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43.82234561
47,1.353971349,0.126108999,1,-185.1527495,0.84207241,4.817926256,-0.310684303,4.966229204,2,2,7.755377307,9.866194505,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,63.63665341
20,0.576869786,-0.231884779,0,193,0.099076126,7.574095401,3.229070226,4.936186213,1,0,11.66136158,9.335380743,1,Low,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11.53739572
47,0.849543797,-0.770131459,0,453,1.01976136,2.749424435,1.09094944,2.203689023,5,1,10.03872728,11.44596662,1,Low,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,39.92855845
58,0.210651624,-0.045574078,0,885,0.482274896,10.65765499,0.968209578,5.07143365,6,0,9.339131133,12.71693201,1,Medium,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,12.21779421
23,0.339648347,0.027727524,0,483,1.715711392,3.98346802,0.38900821,5.139129491,3,0,10.03872728,12.10537759,1,High,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7.811911977
79,0.088310822,0.878588554,0,941,0.248353416,2.826150129,-0.029840443,4.936186213,2,2,10.03872728,11.28706116,1,Medium,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6.976554938
47,0.778373954,-0.350479876,1,507.6797004,5.229592956,1.244892818,-0.957187692,3.029207308,5,0,10.03872728,5.077329621,1,Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,36.58357584
47,0.099343072,-1.057303559,0,178,1.594595976,11.75315162,0.677924875,6.042329582,6,0,10.03872728,8.52902948,1,Medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4.66912439
48,0.911990471,-0.046356644,0,555,0.071635564,6.417011369,1.051462142,4.936186213,5,2,10.03872728,8.636810303,1,Low,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,43.77554261
49,0.51085556,-0.190848458,0,112,0.245147051,1.363622696,-4.796008235,4.936186213,6,1,8.957367094,13.07935068,1,Low,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25.03192245
69,0.273252296,-0.782718197,0,601,1.898065792,8.251728369,1.389980533,2.983015901,1,0,10.03872728,13.15411991,1,High,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18.85440842
47,0.070026448,0.982641393,0,148,0.268401219,10.01125011,0.450966393,4.936186213,1,0,9.013007805,6.998733297,1,Medium,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3.291243035
